epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,17.1753,2.47538,2.70107,3.24503,0,0,0,0,2.62769,2.56988,3.68863,0.0836396,0.00163962,0.00163962
20,17.5888,2.41344,2.79325,3.09744,0,0,0,0,2.62769,2.56988,3.68863,0.0827213,0.00172131,0.00172131
21,18.0498,2.3844,2.67585,2.93672,1,0.01887,0.50943,0.25471,2.55283,2.51535,3.61412,0.081802,0.001802,0.001802
22,18.501,2.29303,2.59706,2.84305,1,0.01887,0.50943,0.25471,2.55283,2.51535,3.61412,0.0808817,0.0018817,0.0018817
23,18.9553,2.34702,2.49649,3.11685,1,0.03774,0.51886,0.23432,2.43102,2.41022,3.52094,0.0799604,0.00196042,0.00196042
24,19.4745,2.37751,2.53664,3.00222,1,0.03774,0.51886,0.23432,2.43102,2.41022,3.52094,0.0790381,0.00203814,0.00203814
25,19.8884,2.45361,2.67079,2.90085,0.80092,0.0566,0.40997,0.24507,2.34651,2.33636,3.43597,0.0781149,0.00211488,0.00211488
26,20.2707,2.32869,2.39143,3.06613,0.80092,0.0566,0.40997,0.24507,2.34651,2.33636,3.43597,0.0771906,0.00219062,0.00219062
27,20.6827,2.35863,2.552,2.99867,1,0.11321,0.55659,0.32443,2.20919,2.23935,3.31998,0.0762654,0.00226538,0.00226538
28,21.1102,2.09393,2.36345,2.79432,1,0.11321,0.55659,0.32443,2.20919,2.23935,3.31998,0.0753391,0.00233914,0.00233914
29,21.587,2.30038,2.39755,2.95941,0.84615,0.20755,0.53472,0.29972,2.10787,2.23368,3.2431,0.0744119,0.00241192,0.00241192
30,21.9958,2.08317,2.22086,2.91631,0.84615,0.20755,0.53472,0.29972,2.10787,2.23368,3.2431,0.0734837,0.00248371,0.00248371
31,22.4307,2.12796,2.43675,3.01476,0.62963,0.32075,0.48043,0.25378,2.02159,2.28361,3.14004,0.0725545,0.0025545,0.0025545
32,22.9094,2.08096,2.15191,2.81418,0.62963,0.32075,0.48043,0.25378,2.02159,2.28361,3.14004,0.0716243,0.00262431,0.00262431
33,23.3644,2.11339,2.15214,2.6346,0.67568,0.4717,0.55185,0.27277,1.94736,2.3994,3.0512,0.0706931,0.00269312,0.00269312
34,23.7986,2.10724,2.10893,2.78238,0.67568,0.4717,0.55185,0.27277,1.94736,2.3994,3.0512,0.0697609,0.00276095,0.00276095
35,24.3529,2.05581,2.16087,2.86705,0.69541,0.4717,0.57311,0.30513,1.87078,2.29686,2.97505,0.0688278,0.00282778,0.00282778
36,24.7858,2.05724,1.99622,2.76164,0.69541,0.4717,0.57311,0.30513,1.87078,2.29686,2.97505,0.0678936,0.00289362,0.00289362
37,25.2285,1.93153,2.01325,2.80295,0.72973,0.50943,0.62487,0.31736,1.81445,2.26011,2.92606,0.0669585,0.00295848,0.00295848
38,25.6647,1.92127,1.98422,2.72916,0.72973,0.50943,0.62487,0.31736,1.81445,2.26011,2.92606,0.0660223,0.00302235,0.00302235
39,26.1048,1.80967,1.8466,2.76791,0.74359,0.54717,0.66264,0.35951,1.79343,2.0457,2.96359,0.0650852,0.00308522,0.00308522
40,26.5667,1.6914,1.71426,2.46395,0.74359,0.54717,0.66264,0.35951,1.79343,2.0457,2.96359,0.0641471,0.0031471,0.0031471
41,27.0432,1.78962,1.83643,2.52939,0.73171,0.56604,0.67748,0.35335,1.80901,2.0229,3.02131,0.063208,0.003208,0.003208
42,27.4932,1.74878,1.75672,2.51798,0.73171,0.56604,0.67748,0.35335,1.80901,2.0229,3.02131,0.0622679,0.0032679,0.0032679
43,27.9389,1.77703,1.72884,2.57286,0.78843,0.58491,0.71618,0.40093,1.81384,1.94195,3.0448,0.0613268,0.00332682,0.00332682
44,28.3931,1.66969,1.56321,2.30553,0.78843,0.58491,0.71618,0.40093,1.81384,1.94195,3.0448,0.0603847,0.00338474,0.00338474
45,28.9828,1.67216,1.56942,2.40477,0.85967,0.62264,0.76698,0.44374,1.72324,1.79923,3.03316,0.0594417,0.00344168,0.00344168
46,29.4489,1.72739,1.58674,2.40864,0.85967,0.62264,0.76698,0.44374,1.72324,1.79923,3.03316,0.0584976,0.00349763,0.00349763
47,29.9271,1.72421,1.59083,2.48407,0.88669,0.62264,0.77146,0.47875,1.64606,1.58055,3.10347,0.0575526,0.00355258,0.00355258
48,30.3961,1.75921,1.61532,2.4221,0.88669,0.62264,0.77146,0.47875,1.64606,1.58055,3.10347,0.0566065,0.00360655,0.00360655
49,30.8691,1.67829,1.58369,2.64514,0.9,0.50943,0.71328,0.50684,1.70987,1.3132,3.18157,0.0556595,0.00365952,0.00365952
50,31.3257,1.68829,1.35433,2.3348,0.9,0.50943,0.71328,0.50684,1.70987,1.3132,3.18157,0.0547115,0.0037115,0.0037115
51,31.798,1.56576,1.51427,2.39547,0.9697,0.60377,0.79135,0.51363,1.67902,1.28172,3.08258,0.0537625,0.0037625,0.0037625
52,32.2863,1.71186,1.30069,2.41946,0.9697,0.60377,0.79135,0.51363,1.67902,1.28172,3.08258,0.0528125,0.0038125,0.0038125
53,32.7413,1.74013,1.43364,2.9445,0.9697,0.60377,0.79135,0.51363,1.67902,1.28172,3.08258,0.0518615,0.00386152,0.00386152
54,33.2157,1.48307,1.28266,2.28335,0.97143,0.64151,0.80686,0.53479,1.50732,1.14796,2.78623,0.0509095,0.00390954,0.00390954
55,33.7827,1.55129,1.34347,2.40434,0.97143,0.64151,0.80686,0.53479,1.50732,1.14796,2.78623,0.0499566,0.00395658,0.00395658
56,34.2333,1.66181,1.39089,2.52154,0.97143,0.64151,0.80686,0.53479,1.50732,1.14796,2.78623,0.0490026,0.00400263,0.00400263
57,34.7024,1.74054,1.52684,2.66673,0.92683,0.71698,0.82712,0.54772,1.43381,1.12486,2.71719,0.0480477,0.00404768,0.00404768
58,35.1577,1.66425,1.49258,2.47089,0.92683,0.71698,0.82712,0.54772,1.43381,1.12486,2.71719,0.0470917,0.00409174,0.00409174
59,35.6257,1.60432,1.31224,2.37177,0.92683,0.71698,0.82712,0.54772,1.43381,1.12486,2.71719,0.0461348,0.00413482,0.00413482
60,36.1017,1.4869,1.17689,2.21411,0.89618,0.73585,0.84055,0.5544,1.50618,1.09841,2.62634,0.0451769,0.0041769,0.0041769
61,36.5607,1.49623,1.17735,2.3531,0.89618,0.73585,0.84055,0.5544,1.50618,1.09841,2.62634,0.044218,0.004218,0.004218
62,37.0408,1.6911,1.3352,2.31017,0.89618,0.73585,0.84055,0.5544,1.50618,1.09841,2.62634,0.0432581,0.0042581,0.0042581
63,37.5253,1.55111,1.19902,2.16547,0.93015,0.73585,0.83959,0.56386,1.47028,0.99881,2.49379,0.0422972,0.00429722,0.00429722
64,38.0173,1.53309,1.27212,2.10136,0.93015,0.73585,0.83959,0.56386,1.47028,0.99881,2.49379,0.0413353,0.00433535,0.00433535
65,38.4808,1.52313,1.11911,2.28236,0.93015,0.73585,0.83959,0.56386,1.47028,0.99881,2.49379,0.0403725,0.00437248,0.00437248
66,39.0722,1.78417,1.36539,2.36275,1,0.66038,0.83018,0.60533,1.30411,0.92767,2.52236,0.0394086,0.00440863,0.00440863
67,39.526,1.51384,1.27585,2.34032,1,0.66038,0.83018,0.60533,1.30411,0.92767,2.52236,0.0384438,0.00444378,0.00444378
68,39.9806,1.62672,1.1977,2.5302,1,0.66038,0.83018,0.60533,1.30411,0.92767,2.52236,0.0374779,0.00447795,0.00447795
69,40.462,1.7195,1.37186,2.36022,0.95455,0.79245,0.88928,0.62796,1.2537,0.88137,2.42,0.0365111,0.00451112,0.00451112
70,40.9108,1.33873,1.06563,2.0537,0.95455,0.79245,0.88928,0.62796,1.2537,0.88137,2.42,0.0355433,0.00454331,0.00454331
71,41.3698,1.51404,1.31666,2.1968,0.95455,0.79245,0.88928,0.62796,1.2537,0.88137,2.42,0.0345745,0.0045745,0.0045745
72,41.8582,1.64442,1.2942,2.52509,0.95349,0.77358,0.87964,0.65801,1.25092,0.83827,2.30552,0.0336047,0.0046047,0.0046047
73,42.3056,1.48282,1.15014,2.18549,0.95349,0.77358,0.87964,0.65801,1.25092,0.83827,2.30552,0.0326339,0.00463392,0.00463392
74,42.7533,1.64292,1.36701,2.35166,0.95349,0.77358,0.87964,0.65801,1.25092,0.83827,2.30552,0.0316621,0.00466215,0.00466215
75,43.2216,1.58122,1.22243,2.49527,0.97674,0.79245,0.89336,0.61915,1.1943,0.8174,2.23377,0.0306894,0.00468938,0.00468938
76,43.6379,1.33029,0.99238,2.15831,0.97674,0.79245,0.89336,0.61915,1.1943,0.8174,2.23377,0.0297156,0.00471563,0.00471563
77,44.1526,1.2316,1.03509,2.17569,0.97674,0.79245,0.89336,0.61915,1.1943,0.8174,2.23377,0.0287409,0.00474088,0.00474088
78,44.5964,1.39035,1.07211,2.12592,0.98674,0.81132,0.91736,0.70231,1.05487,0.80792,2.25545,0.0277651,0.00476515,0.00476515
79,45.0465,1.50039,1.12331,2.10151,0.98674,0.81132,0.91736,0.70231,1.05487,0.80792,2.25545,0.0267884,0.00478842,0.00478842
80,45.5349,1.22373,0.9972,2.05744,0.98674,0.81132,0.91736,0.70231,1.05487,0.80792,2.25545,0.0258107,0.00481071,0.00481071
81,46.0162,1.29286,0.96469,2.06751,0.97917,0.88679,0.94167,0.68674,1.16829,0.76843,2.48454,0.024832,0.004832,0.004832
82,46.4688,1.3928,1.08057,2.02249,0.97917,0.88679,0.94167,0.68674,1.16829,0.76843,2.48454,0.0238523,0.00485231,0.00485231
83,46.9009,1.38331,1.06844,2.21868,0.97917,0.88679,0.94167,0.68674,1.16829,0.76843,2.48454,0.0228716,0.00487162,0.00487162
84,47.3492,1.42353,1.10179,2.2946,0.88373,0.71698,0.83067,0.48838,1.75258,1.02788,2.94907,0.0218899,0.00488994,0.00488994
85,47.7702,1.3012,0.98577,2.0249,0.88373,0.71698,0.83067,0.48838,1.75258,1.02788,2.94907,0.0209073,0.00490728,0.00490728
86,48.1919,1.32914,1.00961,2.15123,0.88373,0.71698,0.83067,0.48838,1.75258,1.02788,2.94907,0.0199236,0.00492362,0.00492362
87,48.6165,1.27794,0.92925,2.01687,0.88373,0.71698,0.83067,0.48838,1.75258,1.02788,2.94907,0.018939,0.00493898,0.00493898
88,49.0929,1.53654,1.1741,2.53141,0.925,0.69811,0.83616,0.51848,1.63022,0.96741,2.71091,0.0179533,0.00495334,0.00495334
89,49.6452,1.33065,0.97985,2.05631,0.925,0.69811,0.83616,0.51848,1.63022,0.96741,2.71091,0.0169667,0.00496672,0.00496672
90,50.0649,1.27797,0.90724,2.09472,0.925,0.69811,0.83616,0.51848,1.63022,0.96741,2.71091,0.0159791,0.0049791,0.0049791
91,50.4935,1.24072,0.96393,1.88759,0.925,0.69811,0.83616,0.51848,1.63022,0.96741,2.71091,0.0149905,0.0049905,0.0049905
92,50.9604,1.39297,1.07011,2.21981,0.97826,0.84906,0.92255,0.7073,1.01187,0.69128,2.22871,0.0140009,0.0050009,0.0050009
93,51.4174,1.25655,1.01355,2.13126,0.97826,0.84906,0.92255,0.7073,1.01187,0.69128,2.22871,0.0130103,0.00501032,0.00501032
94,51.8726,1.27995,1.0285,2.1908,0.97826,0.84906,0.92255,0.7073,1.01187,0.69128,2.22871,0.0120187,0.00501874,0.00501874
95,52.3383,1.20296,0.91146,2.14264,0.97826,0.84906,0.92255,0.7073,1.01187,0.69128,2.22871,0.0110262,0.00502618,0.00502618
96,52.8117,1.19016,0.96909,2.10431,1,0.9434,0.9715,0.78646,0.88929,0.59735,2.02511,0.0100326,0.00503263,0.00503263
97,53.2643,1.16182,0.8782,1.84131,1,0.9434,0.9715,0.78646,0.88929,0.59735,2.02511,0.00903808,0.00503808,0.00503808
98,53.7244,1.31671,1.03806,2.12486,1,0.9434,0.9715,0.78646,0.88929,0.59735,2.02511,0.00804254,0.00504255,0.00504255
99,54.1849,1.1123,0.87797,1.9192,1,0.9434,0.9715,0.78646,0.88929,0.59735,2.02511,0.00704602,0.00504602,0.00504602
100,54.6565,1.1182,0.83508,1.85462,1,0.9434,0.9715,0.74498,0.98115,0.61715,2.16328,0.00604851,0.0050485,0.0050485
101,55.1955,1.16206,0.87423,1.93135,1,0.9434,0.9715,0.74498,0.98115,0.61715,2.16328,0.00505,0.00505,0.00505
102,55.6575,1.11671,0.85843,2.0091,1,0.9434,0.9715,0.74498,0.98115,0.61715,2.16328,0.0050005,0.0050005,0.0050005
103,56.083,1.21916,0.89541,1.97579,1,0.9434,0.9715,0.74498,0.98115,0.61715,2.16328,0.004951,0.004951,0.004951
104,56.5288,1.12278,0.81028,1.90148,1,0.90566,0.9527,0.69991,1.06446,0.63296,2.22562,0.0049015,0.0049015,0.0049015
105,56.9553,1.2551,0.88164,1.95663,1,0.90566,0.9527,0.69991,1.06446,0.63296,2.22562,0.004852,0.004852,0.004852
106,57.384,1.08441,0.77871,1.87372,1,0.90566,0.9527,0.69991,1.06446,0.63296,2.22562,0.0048025,0.0048025,0.0048025
107,57.8108,1.2257,0.97064,2.20054,1,0.90566,0.9527,0.69991,1.06446,0.63296,2.22562,0.004753,0.004753,0.004753
108,58.2477,1.21543,0.96758,2.22302,1,0.90566,0.9527,0.7594,0.96839,0.59527,2.10646,0.0047035,0.0047035,0.0047035
109,58.6687,1.12736,0.88548,2.15478,1,0.90566,0.9527,0.7594,0.96839,0.59527,2.10646,0.004654,0.004654,0.004654
110,59.0874,1.17755,0.87817,1.9326,1,0.90566,0.9527,0.7594,0.96839,0.59527,2.10646,0.0046045,0.0046045,0.0046045
111,59.6048,1.23257,0.87986,1.85759,1,0.90566,0.9527,0.7594,0.96839,0.59527,2.10646,0.004555,0.004555,0.004555
112,60.0732,1.11563,0.80182,1.98226,1,0.9434,0.9715,0.78585,0.86357,0.55894,1.95267,0.0045055,0.0045055,0.0045055
113,60.4988,1.13065,0.85893,1.75978,1,0.9434,0.9715,0.78585,0.86357,0.55894,1.95267,0.004456,0.004456,0.004456
114,60.9282,1.1703,0.8783,1.93269,1,0.9434,0.9715,0.78585,0.86357,0.55894,1.95267,0.0044065,0.0044065,0.0044065
115,61.3552,0.97569,0.74555,1.86988,1,0.9434,0.9715,0.78585,0.86357,0.55894,1.95267,0.004357,0.004357,0.004357
116,61.8031,1.2053,0.93251,1.91602,1,0.9434,0.9715,0.80496,0.81241,0.53977,1.94997,0.0043075,0.0043075,0.0043075
117,62.2632,1.2047,0.93486,2.0056,1,0.9434,0.9715,0.80496,0.81241,0.53977,1.94997,0.004258,0.004258,0.004258
118,62.7215,1.30294,0.9632,2.17711,1,0.9434,0.9715,0.80496,0.81241,0.53977,1.94997,0.0042085,0.0042085,0.0042085
119,63.1819,1.13323,0.84248,1.8859,1,0.9434,0.9715,0.80496,0.81241,0.53977,1.94997,0.004159,0.004159,0.004159
120,63.6594,1.11949,0.84198,2.01826,1,0.9434,0.9715,0.81288,0.77709,0.52325,1.8458,0.0041095,0.0041095,0.0041095
121,64.1133,1.18333,0.83344,2.03749,1,0.9434,0.9715,0.81288,0.77709,0.52325,1.8458,0.00406,0.00406,0.00406
122,64.7007,1.05851,0.7911,1.91285,1,0.9434,0.9715,0.81288,0.77709,0.52325,1.8458,0.0040105,0.0040105,0.0040105
123,65.1602,1.18466,0.88854,1.81731,1,0.9434,0.9715,0.81288,0.77709,0.52325,1.8458,0.003961,0.003961,0.003961
124,65.6309,1.02842,0.77743,1.83907,1,0.9434,0.9715,0.80678,0.80888,0.52269,1.8346,0.0039115,0.0039115,0.0039115
125,66.0646,1.13271,0.83142,1.8867,1,0.9434,0.9715,0.80678,0.80888,0.52269,1.8346,0.003862,0.003862,0.003862
126,66.4904,1.07436,0.7661,1.87175,1,0.9434,0.9715,0.80678,0.80888,0.52269,1.8346,0.0038125,0.0038125,0.0038125
127,66.9125,0.93671,0.75351,1.67412,1,0.9434,0.9715,0.80678,0.80888,0.52269,1.8346,0.003763,0.003763,0.003763
128,67.3708,1.12045,0.82477,1.91349,1,0.9434,0.9715,0.81279,0.76796,0.51254,1.89542,0.0037135,0.0037135,0.0037135
129,67.7961,1.00458,0.71812,1.79128,1,0.9434,0.9715,0.81279,0.76796,0.51254,1.89542,0.003664,0.003664,0.003664
130,68.2232,1.00962,0.7857,1.87414,1,0.9434,0.9715,0.81279,0.76796,0.51254,1.89542,0.0036145,0.0036145,0.0036145
131,68.6529,1.23766,0.92687,2.11835,1,0.9434,0.9715,0.81279,0.76796,0.51254,1.89542,0.003565,0.003565,0.003565
132,69.1272,1.07228,0.79012,2.05982,1,0.98113,0.9903,0.84309,0.72446,0.50233,1.80069,0.0035155,0.0035155,0.0035155
133,69.6768,0.96116,0.72887,1.80101,1,0.98113,0.9903,0.84309,0.72446,0.50233,1.80069,0.003466,0.003466,0.003466
134,70.1339,1.06646,0.81349,1.83356,1,0.98113,0.9903,0.84309,0.72446,0.50233,1.80069,0.0034165,0.0034165,0.0034165
135,70.5924,0.98833,0.75826,1.6966,1,0.98113,0.9903,0.84309,0.72446,0.50233,1.80069,0.003367,0.003367,0.003367
136,71.0787,1.32141,1.09673,2.13358,1,0.9434,0.9715,0.83355,0.71911,0.5002,1.89199,0.0033175,0.0033175,0.0033175
137,71.5048,0.91138,0.73603,1.82463,1,0.9434,0.9715,0.83355,0.71911,0.5002,1.89199,0.003268,0.003268,0.003268
138,71.9339,1.13525,0.85183,1.89748,1,0.9434,0.9715,0.83355,0.71911,0.5002,1.89199,0.0032185,0.0032185,0.0032185
139,72.3599,1.00782,0.80341,1.95862,1,0.9434,0.9715,0.83355,0.71911,0.5002,1.89199,0.003169,0.003169,0.003169
140,72.805,1.16365,0.91191,1.86813,1,0.9434,0.9715,0.82794,0.71873,0.50447,1.90128,0.0031195,0.0031195,0.0031195
141,73.2317,1.0261,0.76707,1.82545,1,0.9434,0.9715,0.82794,0.71873,0.50447,1.90128,0.00307,0.00307,0.00307
142,73.677,1.16229,0.84716,1.99267,1,0.9434,0.9715,0.82794,0.71873,0.50447,1.90128,0.0030205,0.0030205,0.0030205
143,74.0988,1.06337,0.82823,1.89539,1,0.9434,0.9715,0.82794,0.71873,0.50447,1.90128,0.002971,0.002971,0.002971
144,74.6414,0.99409,0.74744,1.79045,1,0.96226,0.9809,0.84455,0.70774,0.50277,1.89947,0.0029215,0.0029215,0.0029215
145,75.1054,0.99901,0.78482,1.92851,1,0.96226,0.9809,0.84455,0.70774,0.50277,1.89947,0.002872,0.002872,0.002872
146,75.5611,0.94715,0.74949,1.9092,1,0.96226,0.9809,0.84455,0.70774,0.50277,1.89947,0.0028225,0.0028225,0.0028225
147,76.0168,0.98805,0.74811,1.89789,1,0.96226,0.9809,0.84455,0.70774,0.50277,1.89947,0.002773,0.002773,0.002773
148,76.4902,0.99691,0.7153,1.7291,1,0.98113,0.9903,0.84677,0.69831,0.49297,1.89351,0.0027235,0.0027235,0.0027235
149,76.943,1.07599,0.81725,2.04194,1,0.98113,0.9903,0.84677,0.69831,0.49297,1.89351,0.002674,0.002674,0.002674
150,77.4011,0.89996,0.6694,1.69982,1,0.98113,0.9903,0.84677,0.69831,0.49297,1.89351,0.0026245,0.0026245,0.0026245
151,77.8701,0.94519,0.72487,1.79945,1,0.98113,0.9903,0.84677,0.69831,0.49297,1.89351,0.002575,0.002575,0.002575
152,78.3663,1.07206,0.85112,1.86096,1,0.98113,0.9903,0.83734,0.7063,0.48565,1.88582,0.0025255,0.0025255,0.0025255
153,78.8822,0.86788,0.69063,1.71805,1,0.98113,0.9903,0.83734,0.7063,0.48565,1.88582,0.002476,0.002476,0.002476
154,79.3043,1.21968,0.93647,1.93697,1,0.98113,0.9903,0.83734,0.7063,0.48565,1.88582,0.0024265,0.0024265,0.0024265
155,79.7334,1.0124,0.70236,1.72913,1,0.98113,0.9903,0.83734,0.7063,0.48565,1.88582,0.002377,0.002377,0.002377
156,80.1771,0.92331,0.72074,1.85366,1,0.98113,0.9903,0.82862,0.71061,0.47971,1.85915,0.0023275,0.0023275,0.0023275
157,80.6046,1.00922,0.79951,1.82186,1,0.98113,0.9903,0.82862,0.71061,0.47971,1.85915,0.002278,0.002278,0.002278
158,81.0358,0.92088,0.67804,1.69706,1,0.98113,0.9903,0.82862,0.71061,0.47971,1.85915,0.0022285,0.0022285,0.0022285
159,81.4675,1.13101,0.79469,2.12834,1,0.98113,0.9903,0.82862,0.71061,0.47971,1.85915,0.002179,0.002179,0.002179
160,81.9142,0.96922,0.72828,1.82643,1,1,0.995,0.84479,0.70107,0.47167,1.80876,0.0021295,0.0021295,0.0021295
161,82.3367,0.95745,0.69286,1.7263,1,1,0.995,0.84479,0.70107,0.47167,1.80876,0.00208,0.00208,0.00208
162,82.8007,0.90816,0.66746,1.72811,1,1,0.995,0.84479,0.70107,0.47167,1.80876,0.0020305,0.0020305,0.0020305
163,83.2297,0.95109,0.70341,1.7313,1,1,0.995,0.84479,0.70107,0.47167,1.80876,0.001981,0.001981,0.001981
164,83.7822,1.14845,0.87656,1.93209,1,1,0.995,0.86843,0.66637,0.46208,1.7952,0.0019315,0.0019315,0.0019315
165,84.2419,0.89304,0.67776,1.73213,1,1,0.995,0.86843,0.66637,0.46208,1.7952,0.001882,0.001882,0.001882
166,84.7024,0.86171,0.68295,1.71202,1,1,0.995,0.86843,0.66637,0.46208,1.7952,0.0018325,0.0018325,0.0018325
167,85.1626,0.98606,0.74236,1.72781,1,1,0.995,0.86843,0.66637,0.46208,1.7952,0.001783,0.001783,0.001783
168,85.6415,0.89336,0.64703,1.67361,1,1,0.995,0.87419,0.65591,0.45213,1.78851,0.0017335,0.0017335,0.0017335
169,86.1032,0.92131,0.71261,1.68596,1,1,0.995,0.87419,0.65591,0.45213,1.78851,0.001684,0.001684,0.001684
170,86.5612,0.97593,0.72144,1.70117,1,1,0.995,0.87419,0.65591,0.45213,1.78851,0.0016345,0.0016345,0.0016345
171,87.019,1.03617,0.82085,1.9605,1,1,0.995,0.87419,0.65591,0.45213,1.78851,0.001585,0.001585,0.001585
172,87.6112,0.95066,0.72596,1.76909,1,1,0.995,0.87791,0.63883,0.44902,1.76105,0.0015355,0.0015355,0.0015355
173,88.0837,0.82668,0.62201,1.66895,1,1,0.995,0.87791,0.63883,0.44902,1.76105,0.001486,0.001486,0.001486
174,88.5416,0.92448,0.71224,1.73636,1,1,0.995,0.87791,0.63883,0.44902,1.76105,0.0014365,0.0014365,0.0014365
175,89.0131,0.99287,0.78031,1.79284,1,1,0.995,0.87791,0.63883,0.44902,1.76105,0.001387,0.001387,0.001387
176,89.4937,0.83345,0.64003,1.76615,1,1,0.995,0.88288,0.60626,0.44048,1.73446,0.0013375,0.0013375,0.0013375
177,89.9529,0.86842,0.68246,1.62043,1,1,0.995,0.88288,0.60626,0.44048,1.73446,0.001288,0.001288,0.001288
178,90.4094,0.85542,0.63758,1.65038,1,1,0.995,0.88288,0.60626,0.44048,1.73446,0.0012385,0.0012385,0.0012385
179,90.8681,1.10625,0.85088,2.01484,1,1,0.995,0.88288,0.60626,0.44048,1.73446,0.001189,0.001189,0.001189
180,91.3479,0.93428,0.75774,1.83351,1,1,0.995,0.88881,0.60511,0.4442,1.71895,0.0011395,0.0011395,0.0011395
181,91.8068,1.07856,0.84025,1.81489,1,1,0.995,0.88881,0.60511,0.4442,1.71895,0.00109,0.00109,0.00109
182,92.2868,1.02381,0.75109,1.78209,1,1,0.995,0.88881,0.60511,0.4442,1.71895,0.0010405,0.0010405,0.0010405
183,92.8311,0.95615,0.70552,1.81048,1,1,0.995,0.88881,0.60511,0.4442,1.71895,0.000991,0.000991,0.000991
184,93.3095,0.92041,0.69384,1.73994,1,1,0.995,0.88532,0.61119,0.44607,1.72673,0.0009415,0.0009415,0.0009415
185,93.7381,0.9527,0.74589,1.79102,1,1,0.995,0.88532,0.61119,0.44607,1.72673,0.000892,0.000892,0.000892
186,94.1672,0.9933,0.82598,1.96002,1,1,0.995,0.88532,0.61119,0.44607,1.72673,0.0008425,0.0008425,0.0008425
187,94.5975,0.8671,0.64154,1.67469,1,1,0.995,0.88532,0.61119,0.44607,1.72673,0.000793,0.000793,0.000793
188,95.046,1.00563,0.71971,1.76271,1,1,0.995,0.88199,0.60822,0.44728,1.73389,0.0007435,0.0007435,0.0007435
189,95.4736,0.97385,0.73103,1.7418,1,1,0.995,0.88199,0.60822,0.44728,1.73389,0.000694,0.000694,0.000694
190,95.9028,0.85675,0.6455,1.65845,1,1,0.995,0.88199,0.60822,0.44728,1.73389,0.0006445,0.0006445,0.0006445
191,97.0539,0.66005,0.56775,1.76654,1,1,0.995,0.88199,0.60822,0.44728,1.73389,0.000595,0.000595,0.000595
192,97.6314,0.71517,0.61089,1.84684,1,1,0.995,0.88244,0.5933,0.44538,1.72184,0.0005455,0.0005455,0.0005455
193,98.2372,0.76312,0.63863,1.79688,1,1,0.995,0.88244,0.5933,0.44538,1.72184,0.000496,0.000496,0.000496
194,98.668,0.66697,0.56961,1.49582,1,1,0.995,0.88244,0.5933,0.44538,1.72184,0.0004465,0.0004465,0.0004465
195,99.0983,0.69831,0.56784,1.82177,1,1,0.995,0.88244,0.5933,0.44538,1.72184,0.000397,0.000397,0.000397
