缺陷等级,公式信息,公式描述,诊断方式,诊断提示信息,制热类型,故障特征,热像特征,处理建议,操作
一般,(math.max(R01:Max，R02:Max)-math.min(R01:Max，R02:Max))/(math.max(R01:Max，R02:Max)-EnvTemp)>=0.35,δ≥35%但热点温度未达到严重异常温度值,相对温差判断法,R01，R02,电流制热型,漏磁环（涡）流现象,以箱体局部表面过热为特征,检查油色谱或轻瓦斯动作情况,,,
一般,(math.max(R02:Max，R03:Max)-math.min(R02:Max，R03:Max))/(math.max(R02:Max，R03:Max)-EnvTemp)>=0.35,δ≥35%但热点温度未达到严重异常温度值,相对温差判断法,R02，R03,电流制热型,漏磁环（涡）流现象,以箱体局部表面过热为特征,检查油色谱或轻瓦斯动作情况,,,
严重,math.max(R01:Max，R02:Max，R03:Max)>85,85℃≤热点温度≤105 ℃,绝对值判断法,R01，R02，R03,电流制热型,漏磁环（涡）流现象,以箱体局部表面过热为特征,检查油色谱或轻瓦斯动作情况,,,
危急,math.max(R01:Max，R02:Max，R03:Max)>105,热点温度>105℃,绝对值判断法,R01，R02，R03,电流制热型,漏磁环（涡）流现象,以箱体局部表面过热为特征,检查油色谱或轻瓦斯动作情况,,,
