epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,27.9358,1.75205,1.71918,2.39899,0.79487,0.58491,0.68871,0.34725,1.80724,2.09289,2.98574,0.0594695,0.00246949,0.00246949
45,28.3603,1.74939,1.67733,2.47886,0.8205,0.58491,0.72245,0.40322,1.71231,2.03003,2.96432,0.0584834,0.00248336,0.00248336
46,28.9244,1.83079,1.74542,2.54794,0.8205,0.58491,0.72245,0.40322,1.71231,2.03003,2.96432,0.0574952,0.00249525,0.00249525
47,29.3805,1.80347,1.73653,2.53462,0.8,0.60377,0.70874,0.41109,1.65017,1.82811,2.93322,0.0565052,0.00250516,0.00250516
48,29.8332,1.819,1.75416,2.44093,0.8,0.60377,0.70874,0.41109,1.65017,1.82811,2.93322,0.0555131,0.00251309,0.00251309
49,30.3111,1.72914,1.7373,2.65271,0.91429,0.60377,0.77108,0.45563,1.61675,1.53126,2.89972,0.054519,0.00251904,0.00251904
50,30.7518,1.70136,1.45467,2.38868,0.91429,0.60377,0.77108,0.45563,1.61675,1.53126,2.89972,0.053523,0.00252301,0.00252301
51,31.2144,1.58643,1.60865,2.40559,0.91176,0.58491,0.76826,0.48153,1.60148,1.39758,2.86724,0.052525,0.002525,0.002525
52,31.6872,1.79876,1.4722,2.50644,0.91176,0.58491,0.76826,0.48153,1.60148,1.39758,2.86724,0.051525,0.00252501,0.00252501
53,32.1405,1.7847,1.55085,3.06563,0.91176,0.58491,0.76826,0.48153,1.60148,1.39758,2.86724,0.050523,0.00252304,0.00252304
54,32.6031,1.58459,1.41873,2.38407,0.91176,0.58491,0.7648,0.50986,1.50791,1.23937,2.72646,0.0495191,0.00251909,0.00251909
55,33.0516,1.60447,1.47855,2.44363,0.91176,0.58491,0.7648,0.50986,1.50791,1.23937,2.72646,0.0485132,0.00251316,0.00251316
56,33.6255,1.76055,1.54117,2.62872,0.91176,0.58491,0.7648,0.50986,1.50791,1.23937,2.72646,0.0475053,0.00250525,0.00250525
57,34.1053,1.79632,1.60503,2.73087,0.88889,0.60377,0.76632,0.53819,1.44283,1.15693,2.66654,0.0464954,0.00249536,0.00249536
58,34.5474,1.73796,1.64346,2.56502,0.88889,0.60377,0.76632,0.53819,1.44283,1.15693,2.66654,0.0454835,0.00248349,0.00248349
59,34.9993,1.71533,1.42373,2.45256,0.88889,0.60377,0.76632,0.53819,1.44283,1.15693,2.66654,0.0444696,0.00246964,0.00246964
60,35.4646,1.58888,1.29112,2.31168,0.9,0.67925,0.79104,0.54941,1.46361,1.13664,2.64332,0.0434538,0.00245381,0.00245381
61,35.9093,1.56693,1.31072,2.45668,0.9,0.67925,0.79104,0.54941,1.46361,1.13664,2.64332,0.042436,0.002436,0.002436
62,36.3796,1.72582,1.42956,2.38834,0.9,0.67925,0.79104,0.54941,1.46361,1.13664,2.64332,0.0414162,0.00241621,0.00241621
63,36.8451,1.61252,1.27801,2.27747,0.86116,0.75472,0.81877,0.56589,1.38665,1.10353,2.55438,0.0403944,0.00239444,0.00239444
64,37.2926,1.56439,1.41293,2.23553,0.86116,0.75472,0.81877,0.56589,1.38665,1.10353,2.55438,0.0393707,0.00237069,0.00237069
65,37.75,1.46162,1.23296,2.34251,0.86116,0.75472,0.81877,0.56589,1.38665,1.10353,2.55438,0.038345,0.00234496,0.00234496
66,38.2081,1.7908,1.46395,2.44865,0.97222,0.66038,0.82504,0.58273,1.33521,1.02306,2.51237,0.0373172,0.00231725,0.00231725
67,38.7661,1.607,1.37711,2.41563,0.97222,0.66038,0.82504,0.58273,1.33521,1.02306,2.51237,0.0362876,0.00228756,0.00228756
68,39.2078,1.699,1.31961,2.57465,0.97222,0.66038,0.82504,0.58273,1.33521,1.02306,2.51237,0.0352559,0.00225589,0.00225589
69,39.6657,1.80189,1.44194,2.46634,0.95408,0.71698,0.85128,0.61348,1.27087,0.98538,2.44649,0.0342222,0.00222224,0.00222224
70,40.1098,1.43393,1.18649,2.16955,0.95408,0.71698,0.85128,0.61348,1.27087,0.98538,2.44649,0.0331866,0.00218661,0.00218661
71,40.5554,1.59969,1.43339,2.37452,0.95408,0.71698,0.85128,0.61348,1.27087,0.98538,2.44649,0.032149,0.002149,0.002149
72,41.0413,1.73275,1.45215,2.60796,1,0.71698,0.85845,0.62604,1.23504,0.94174,2.39983,0.0311094,0.00210941,0.00210941
73,41.4958,1.56812,1.28461,2.30455,1,0.71698,0.85845,0.62604,1.23504,0.94174,2.39983,0.0300678,0.00206784,0.00206784
74,41.939,1.73095,1.5456,2.47474,1,0.71698,0.85845,0.62604,1.23504,0.94174,2.39983,0.0290243,0.00202429,0.00202429
75,42.4008,1.67276,1.34194,2.5884,1,0.79245,0.89618,0.6606,1.21886,0.91225,2.37308,0.0279788,0.00197876,0.00197876
76,42.9335,1.44182,1.17159,2.30149,1,0.79245,0.89618,0.6606,1.21886,0.91225,2.37308,0.0269313,0.00193125,0.00193125
77,43.3765,1.29137,1.16048,2.22338,1,0.79245,0.89618,0.6606,1.21886,0.91225,2.37308,0.0258818,0.00188176,0.00188176
78,43.8366,1.45878,1.23797,2.2614,1,0.81132,0.90563,0.66988,1.19965,0.88413,2.32996,0.0248303,0.00183029,0.00183029
79,44.2772,1.59803,1.26813,2.21738,1,0.81132,0.90563,0.66988,1.19965,0.88413,2.32996,0.0237768,0.00177684,0.00177684
80,44.7165,1.39993,1.16496,2.22225,1,0.81132,0.90563,0.66988,1.19965,0.88413,2.32996,0.0227214,0.00172141,0.00172141
81,45.1807,1.40031,1.10978,2.19244,0.99284,0.83019,0.91331,0.67916,1.1612,0.87432,2.31391,0.021664,0.001664,0.001664
82,45.6374,1.56898,1.25454,2.12913,0.99284,0.83019,0.91331,0.67916,1.1612,0.87432,2.31391,0.0206046,0.00160461,0.00160461
83,46.0725,1.5126,1.20921,2.33161,0.99284,0.83019,0.91331,0.67916,1.1612,0.87432,2.31391,0.0195432,0.00154324,0.00154324
84,46.5254,1.51521,1.21141,2.37459,0.97778,0.83019,0.91242,0.69557,1.10428,0.85985,2.29319,0.0184799,0.00147989,0.00147989
85,46.9596,1.38383,1.13807,2.12419,0.97778,0.83019,0.91242,0.69557,1.10428,0.85985,2.29319,0.0174146,0.00141456,0.00141456
86,47.5085,1.43913,1.16981,2.30886,0.97778,0.83019,0.91242,0.69557,1.10428,0.85985,2.29319,0.0163473,0.00134725,0.00134725
87,47.9432,1.34027,1.08554,2.10031,0.97778,0.83019,0.91242,0.69557,1.10428,0.85985,2.29319,0.015278,0.00127796,0.00127796
88,48.4043,1.65547,1.31385,2.59626,1,0.79245,0.89618,0.70111,1.0741,0.8494,2.25741,0.0142067,0.00120669,0.00120669
89,48.8582,1.40784,1.15845,2.21144,1,0.79245,0.89618,0.70111,1.0741,0.8494,2.25741,0.0131334,0.00113344,0.00113344
90,49.2973,1.36989,1.00069,2.17695,1,0.79245,0.89618,0.70111,1.0741,0.8494,2.25741,0.0120582,0.00105821,0.00105821
91,50.5336,1.19086,1.10326,2.25697,1,0.79245,0.89618,0.70111,1.0741,0.8494,2.25741,0.010981,0.000981,0.000981
92,51.0916,1.20596,1.0619,2.13255,1,0.79245,0.89618,0.71807,1.03916,0.81272,2.22987,0.00990181,0.00090181,0.00090181
93,51.5762,1.09408,0.95615,2.21537,1,0.79245,0.89618,0.71807,1.03916,0.81272,2.22987,0.00882064,0.00082064,0.00082064
94,52.0224,1.13236,0.94145,2.12945,1,0.79245,0.89618,0.71807,1.03916,0.81272,2.22987,0.00773749,0.00073749,0.00073749
95,52.466,1.20819,1.0351,2.27516,1,0.79245,0.89618,0.71807,1.03916,0.81272,2.22987,0.00665236,0.00065236,0.00065236
96,52.9287,1.19889,1.06635,2.48967,1,0.79245,0.89618,0.71862,1.02105,0.7933,2.20162,0.00556525,0.00056525,0.00056525
97,53.4909,1.22511,0.99892,1.99541,1,0.79245,0.89618,0.71862,1.02105,0.7933,2.20162,0.00447616,0.00047616,0.00047616
98,53.9348,1.17615,1.05268,2.33622,1,0.79245,0.89618,0.71862,1.02105,0.7933,2.20162,0.00338509,0.00038509,0.00038509
99,54.3761,1.14389,0.98522,2.13695,1,0.79245,0.89618,0.71862,1.02105,0.7933,2.20162,0.00229204,0.00029204,0.00029204
100,54.8263,1.1274,1.00671,2.01842,1,0.79245,0.89618,0.71786,1.01257,0.78377,2.19391,0.00119701,0.00019701,0.00019701
